Age,Location,Income_Level,Avg_Transaction_Value,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Customer_Satisfaction_Score,LTV,Transaction_Value_Range,Spend_Per_Active_Day,Transactions_Per_Active_Day,Spend_Per_Transaction,Inactivity_Ratio,Support_Burden
27,Suburban,Low,1094.824731,4455,22,4543.95986,Monthly,UPI,4,113890.3427,933.1078126,2830.597274509804,2.585434173669468,1094.8247313109425,0.5658263305322129,34.376966599999996
61,Suburban,High,11021.94285,230,13,1991.240178,Daily,Credit Card,2,445846.4825,10795.743593,110770.52565,10.05,11021.942850746267,7.4,193.908027
47,Suburban,Low,14371.78204,4707,27,986.2950504,Weekly,Debit Card,9,414407.6804,64693.106694,18841.475019138757,1.3110047846889952,14371.782040145985,0.6220095693779905,354.58574885999997
30,Urban,Low,2445.786503,3464,20,495.4057856,Weekly,Wallet Balance,4,219349.2566,8979.3574591,14554.152077464789,5.950704225352113,2445.78650295858,0.3380281690140845,320.21651608
31,Rural,Low,13900.71328,2564,43,4295.439817,Monthly,Debit Card,5,1377330.324,26813.537924,52908.91643410853,3.806201550387597,13900.713279022402,0.9961240310077519,284.67333561
69,Suburban,High,8996.161591,518,36,1194.031137,Monthly,Debit Card,2,867871.2649,18560.354928,51606.72337724551,5.736526946107785,8996.161590814196,1.8862275449101797,443.29271735
37,Suburban,Middle,16232.94308,483,6,4875.355557,Monthly,UPI,9,1485326.143,33343.495783,77340.20005235603,4.7643979057591626,16232.943087912088,0.4607329842931937,0.0
43,Suburban,High,10676.4429,2112,11,1239.113917,Daily,Credit Card,8,161106.9993,11642.715559,4652.117752351098,0.43573667711598746,10676.442899280577,0.8087774294670846,646.82439913
35,Urban,High,6729.069501,2266,50,2404.954979,Monthly,UPI,7,84638.93837,23457.281222,5824.320660504201,0.865546218487395,6729.069500970873,0.4957983193277311,288.32376152
48,Urban,Low,6646.511353,3851,36,2289.970659,Weekly,Credit Card,7,178002.5894,10201.000318,11016.820184931506,1.6575342465753424,6646.511351239669,0.3356164383561644,395.50697028
25,Rural,Low,17950.75553,4271,38,310.0480968,Daily,Credit Card,8,230210.8157,67002.18463900001,6000.681137142858,0.3342857142857143,17950.755538461537,0.6171428571428571,154.62988398
55,Suburban,Middle,9062.902976,3864,27,2659.197099,Daily,Debit Card,10,213044.5251,37756.487955,5789.436528358209,0.6388059701492538,9062.902976635514,0.22686567164179106,1101.2251704
47,Urban,Middle,8121.020405,1033,6,3363.204898,Daily,Credit Card,10,404041.7851,25991.324214,30469.56493023256,3.751937984496124,8121.020404958678,0.26356589147286824,544.1609076999999
65,Rural,Middle,807.0737097,765,44,3710.678316,Weekly,Credit Card,7,53768.86009,3189.1866969999996,2944.4275337931035,3.6482758620689655,807.0737096408317,1.710344827586207,812.39211536
48,Suburban,Middle,7292.848856,3360,16,2612.958782,Monthly,UPI,10,520949.3766,10702.073361,93321.4548148148,12.796296296296296,7292.848856729377,5.888888888888889,788.85911598
17,Urban,High,16994.04483,987,36,4062.925826,Daily,Credit Card,7,391209.1412,53012.44307,31202.180672131148,1.8360655737704918,16994.044830357143,2.377049180327869,614.49772735
48,Suburban,Middle,15222.14325,15,13,3760.487509,Daily,UPI,6,416447.6241,54888.469797,33144.98934677419,2.1774193548387095,15222.143255555555,0.18548387096774194,61.755097074999995
48,Suburban,High,4426.054924,1570,42,969.8715604,Weekly,Credit Card,9,381004.5954,15418.3146213,21865.241389221555,4.940119760479042,4426.054923636363,0.11377245508982035,859.9979108
56,Urban,Low,8267.001898,4427,50,2008.008409,Weekly,UPI,4,728638.8592,9357.568670999999,22105.24420496894,2.6739130434782608,8267.001897793263,0.9813664596273292,577.4053003199999
28,Urban,Middle,3939.627725,78,3,712.909256,Monthly,Debit Card,5,57890.55689,8358.163611,3691.679126573427,0.9370629370629371,3939.627724626866,0.6713286713286714,685.08153681
45,Urban,Low,19084.79417,3088,21,667.1182689,Monthly,Credit Card,6,231509.0944,36473.364152,98893.93340909091,5.181818181818182,19084.794166666667,11.409090909090908,479.86495824
48,Suburban,Low,11966.37639,1818,48,3560.636773,Monthly,UPI,7,541372.8805,34961.894458999996,19120.18836594203,1.5978260869565217,11966.376392290249,0.8731884057971014,223.52744814
28,Suburban,High,15089.5523,1044,16,2652.295662,Weekly,UPI,5,979129.0205,54944.51109100001,27844.33146991404,1.845272206303725,15089.552302795031,0.9914040114613181,460.46040000999994
67,Rural,Middle,14279.03491,1611,34,3004.749042,Daily,Debit Card,5,939684.7979,40488.938212,31089.136200668894,2.177257525083612,14279.034906298002,1.020066889632107,38.229102821
41,Suburban,High,17475.05037,431,45,3660.921416,Daily,Debit Card,10,651370.8779,62759.538607,23026.690927797834,1.3176895306859207,17475.050375342467,0.1624548736462094,81.823668966
37,Urban,Low,18987.06229,2603,31,1386.174661,Weekly,UPI,10,458112.7579,21201.828131,14490.126486842104,0.7631578947368421,18987.062293103445,0.25,310.8621936
54,Suburban,Middle,658.5990138,2075,37,2006.809793,Monthly,UPI,6,43010.42993,2824.7731041,936.7650568322982,1.4223602484472049,658.5990137554585,0.33229813664596275,0.0
17,Rural,Low,19506.27059,612,30,3034.015445,Daily,UPI,10,744192.1393,55506.015448,63607.40408695652,3.260869565217391,19506.270586666666,0.5217391304347826,226.39341330000002
53,Rural,Low,17412.14384,4350,24,483.1449071,Daily,Credit Card,9,1071551.915,14555.563925,38665.20176470588,2.2205882352941178,17412.143841059606,0.4852941176470588,72.78371365
54,Urban,Middle,7665.1187,271,9,4165.270406,Weekly,Credit Card,6,602472.1115,25659.614962,35542.42539880952,4.636904761904762,7665.118699614891,0.9345238095238095,290.8568065
41,Urban,Middle,16743.01416,3707,48,1717.248121,Monthly,UPI,8,1042353.541,46099.982982,36931.341696750904,2.2057761732851984,16743.014157119476,0.19855595667870035,68.30826947999999
61,Rural,Middle,14733.79407,4657,1,3293.76492,Daily,Debit Card,4,316756.6547,25624.519799,8543.124291316526,0.5798319327731093,14733.79406763285,0.5210084033613446,520.3406952
65,Rural,High,15864.35639,4431,26,4977.824509,Monthly,Debit Card,7,840919.62,61320.26063999999,31247.97470833333,1.9696969696969697,15864.356390384615,0.6628787878787878,272.54179168
30,Rural,High,4421.613746,757,11,2376.812227,Weekly,Wallet Balance,5,213357.1172,19171.470634999998,8277.260932,1.872,4421.613745726496,0.124,450.2924814
49,Urban,Low,12974.7884,4303,15,1075.242246,Weekly,Wallet Balance,4,1157944.716,27475.42391,44877.5034117647,3.458823529411765,12974.788401360544,0.6078431372549019,591.2283304
57,Rural,Middle,528.258627,4130,15,1082.166994,Monthly,Debit Card,2,34620.77368,1489.71446917,684.2648298245614,1.2953216374269005,528.2586270880362,0.716374269005848,809.7824577399999
59,Rural,Low,16966.10036,113,2,301.8810809,Daily,Credit Card,9,1565066.462,22017.972525,268239.8970689655,15.810344827586206,16966.10035986914,0.5172413793103449,665.0413744800001
64,Urban,Low,19021.34902,1962,24,3835.411505,Daily,Debit Card,5,619991.5978,85040.252467,1221170.607,64.2,19021.349018691588,9.8,126.41018097499999
55,Suburban,Low,13245.84758,3065,17,1467.1567,Daily,Debit Card,6,136282.8041,27071.396564000002,11097.872297297297,0.8378378378378378,13245.84758064516,1.5315315315315314,24.841959956
26,Suburban,Low,10258.26637,3948,38,863.6288127,Monthly,UPI,1,430801.4534,15687.931685,11466.774460273971,1.1178082191780823,10258.266367647058,0.2054794520547945,294.59877462
18,Rural,Low,14517.36448,833,41,3568.480169,Monthly,Debit Card,4,237356.1186,40035.258541999996,8020.082472027972,0.5524475524475524,14517.364474683543,0.7202797202797203,123.17329728
21,Suburban,Middle,6533.962152,928,39,1545.683207,Daily,Wallet Balance,5,579744.658,6579.516249,16232.521356125357,2.4843304843304845,6533.962151376147,0.9230769230769231,385.69285920000004
24,Suburban,High,12531.49204,2082,31,3002.344738,Weekly,Credit Card,4,133824.5988,22769.888118000003,4681.5762716981135,0.37358490566037733,12531.49204040404,1.3433962264150943,275.45847108
21,Suburban,Middle,14382.26906,2915,49,2089.131069,Weekly,Wallet Balance,2,335286.4882,14523.706293000001,12996.026257028114,0.9036144578313253,14382.26905777778,1.4417670682730923,132.990294
24,Suburban,Middle,2862.188822,1343,48,1670.763648,Daily,Credit Card,1,251509.1058,3649.6484563000004,25669.31448421053,8.968421052631578,2862.1888215962445,1.694736842105263,630.9049858000001
54,Rural,Middle,2809.95943,4313,2,2447.147978,Monthly,Wallet Balance,9,140521.6369,2900.148537,3530.461849002849,1.2564102564102564,2809.959430839002,0.42450142450142453,501.98978799
46,Suburban,High,14325.60217,2091,7,1568.966197,Daily,UPI,4,1039540.873,59873.462539,34728.732525252526,2.4242424242424243,14325.602166666667,0.2962962962962963,42.68993222
47,Suburban,High,8641.332058,1197,4,4352.824596,Weekly,UPI,8,514135.5131,37948.055278,16466.38193485342,1.9055374592833876,8641.332058119659,0.5472312703583062,250.45422523000002
56,Urban,High,17785.13795,3850,19,365.2015221,Weekly,Credit Card,8,1779924.571,45776.303815,95270.6578918919,5.356756756756757,17785.137951564077,1.0216216216216216,256.81776512
65,Rural,Middle,6245.658254,197,43,150.7681247,Weekly,UPI,4,259069.5119,20374.32609,10936.720349344978,1.7510917030567685,6245.65825436409,0.4978165938864629,104.20831055000001
27,Urban,High,858.1904376,856,24,2031.965137,Daily,Credit Card,8,60098.69142,2824.6602527,1545.825677917981,1.8012618296529967,858.1904376532399,0.04100946372239748,411.29698324
23,Urban,Low,13001.02182,4397,5,864.2181749,Daily,Debit Card,4,1051643.535,31856.687048999996,39648.154351145036,3.049618320610687,13001.021827284105,0.6335877862595419,31.74245431
23,Rural,High,13687.94214,1978,27,3718.632275,Weekly,Credit Card,6,98399.51356,31407.075729,7361.582326890756,0.5378151260504201,13687.9421390625,1.319327731092437,127.51300254
65,Suburban,Middle,11076.29626,3170,22,1767.169554,Weekly,Wallet Balance,5,863315.9683,38638.709144,36352.97235042735,3.282051282051282,11076.296263020833,0.7735042735042735,328.4510726
43,Urban,Middle,13669.81959,4500,23,1307.188561,Weekly,Credit Card,1,777156.3026,28082.441232000005,27145.741024822695,1.9858156028368794,13669.8195875,1.1347517730496455,977.7570572999999
35,Rural,Low,10479.84935,993,9,1796.907316,Weekly,Debit Card,9,303375.3431,29935.589301,14474.643405940593,1.381188118811881,10479.84934767025,1.4455445544554455,0.0
62,Suburban,High,13855.72999,845,9,1097.419657,Monthly,Debit Card,6,991798.1197,36334.292491,37547.97059541985,2.7099236641221376,13855.729994366196,0.3969465648854962,316.08652608
22,Rural,High,888.308757,1747,32,1498.262395,Daily,Debit Card,10,75461.55552,2514.8571761999997,11229.563532075472,12.641509433962264,888.3087570149254,2.0943396226415096,693.6986784600001
26,Urban,Low,7374.263431,4965,8,2839.926427,Monthly,UPI,9,625211.9171,28402.609016000002,19145.169725552052,2.5962145110410093,7374.2634301336575,0.8233438485804416,219.07984152
35,Suburban,Middle,4224.23019,1567,17,4320.16273,Weekly,UPI,4,225911.4655,15531.756001400001,13617.2389378882,3.2236024844720497,4224.230190751445,0.9192546583850931,35.60399767
31,Suburban,Middle,1995.529511,345,2,1854.346795,Weekly,Wallet Balance,4,53451.95847,8943.4778276,2028.2431094262295,1.0163934426229508,1995.5295108870969,0.569672131147541,71.90462676
19,Rural,High,4689.511797,155,32,1603.358886,Monthly,UPI,4,179282.3547,17299.688736,18358.93979787234,3.9148936170212765,4689.511796195652,3.4893617021276597,46.32802944
21,Suburban,High,3834.299254,3810,9,3908.949393,Monthly,Credit Card,2,293837.3898,4529.1130920000005,71317.966125,18.6,3834.299254032258,4.225,17.831017356
37,Urban,High,19462.89645,141,26,112.1319178,Monthly,Debit Card,3,1208632.935,72845.46307299999,42957.39289285714,2.2071428571428573,19462.89645631068,0.5642857142857143,64.82741009
41,Urban,High,5738.052895,103,34,1510.381627,Weekly,UPI,5,565015.7453,18795.496566,60561.40609782608,10.554347826086957,5738.052894953656,0.6086956521739131,129.43617212
18,Urban,High,4626.869813,1238,17,2260.854093,Daily,UPI,4,52388.89712,15575.295684,1506.4227299003323,0.32558139534883723,4626.869813265306,0.2425249169435216,182.01430918
56,Rural,Middle,16699.14138,4049,6,3003.308384,Daily,Wallet Balance,1,455733.3348,46395.986962,117772.89184210525,7.052631578947368,16699.141380597015,6.526315789473684,11.559218622
57,Suburban,Middle,8388.133183,4203,6,780.3076489,Monthly,UPI,8,66944.64527,7238.682683000001,2071.1439958847736,0.24691358024691357,8388.133183333333,0.7407407407407407,7.216511219999999
29,Suburban,Middle,8435.094315,3531,21,2164.27199,Monthly,UPI,4,433834.5797,39090.322441000004,11586.668013736264,1.3736263736263736,8435.094314,0.25,890.834427
26,Suburban,Middle,8877.373423,3875,9,2831.502334,Monthly,Debit Card,4,284657.3503,37846.664683,20104.63980882353,2.264705882352941,8877.373422077922,1.4264705882352942,89.61056152
33,Urban,Low,8336.524777,1252,26,2551.252292,Weekly,Wallet Balance,7,421819.0454,21896.116815999998,64217.292421875,7.703125,8336.524776876267,3.046875,59.431846920000005
69,Suburban,Middle,6538.043445,4722,44,2872.75539,Monthly,Debit Card,6,287121.2079,8408.406163,7834.215323615161,1.1982507288629738,6538.043445255475,0.8309037900874635,83.53900168
27,Urban,Low,5733.925457,207,3,3311.991337,Weekly,UPI,2,81332.96072,23953.2907827,2211.431305509642,0.3856749311294766,5733.925456428571,0.6831955922865014,425.19616198
38,Suburban,Middle,17640.37393,4822,11,1896.863346,Daily,Credit Card,4,1617305.559,46233.636045,79776.61646766169,4.522388059701493,17640.37393839384,1.1393034825870647,78.422262
27,Urban,High,3242.529849,3690,2,318.1787089,Weekly,Debit Card,2,115775.8897,6834.045280999999,3464.331566775244,1.0684039087947883,3242.529850609756,0.9218241042345277,224.66930804
28,Suburban,High,3629.436435,1762,47,277.7814115,Monthly,Credit Card,3,179490.9599,12759.0221189,6427.704221374046,1.7709923664122138,3629.4364353448277,1.2366412213740459,1218.8144601
40,Rural,High,11438.66482,717,42,4293.573235,Weekly,Credit Card,10,816481.4836,42336.127043,45885.386868571426,4.011428571428572,11438.664817663817,0.9314285714285714,128.28860793
60,Rural,Low,6879.735007,3908,2,3387.096084,Weekly,Debit Card,6,450561.5719,5297.013768999999,24759.27231638418,3.598870056497175,6879.735007849294,0.5141242937853108,317.17695603000004
66,Urban,Middle,8436.372003,1428,24,3820.923413,Weekly,Wallet Balance,9,792709.9486,31766.834991999996,91807.57768235294,10.882352941176471,8436.372003243243,2.4823529411764707,285.09450346
34,Urban,Middle,16132.86669,4276,25,4644.0231,Weekly,Credit Card,1,272695.7155,60979.700032,16435.35794375,1.01875,16132.866693251535,1.6625,658.8309940299999
61,Suburban,Low,18073.5849,640,39,3752.722017,Weekly,Debit Card,4,115745.1484,56018.07585,5958.324692307692,0.32967032967032966,18073.5849,0.6978021978021978,88.748525652
51,Suburban,Low,15813.16805,1822,6,3461.506342,Weekly,UPI,8,1473231.292,31690.518572,406310.5680555555,25.694444444444443,15813.168054054053,7.833333333333333,127.02499964
60,Rural,Low,4706.215983,3048,45,3278.792695,Daily,Debit Card,4,27545.8732,5901.937146,422.8773782608696,0.08985507246376812,4706.215983870968,0.20579710144927535,0.0
23,Suburban,Low,19599.62608,3227,33,1292.866923,Daily,UPI,6,667775.115,20929.199623,65926.01498989899,3.3636363636363638,19599.62607807808,0.9191919191919192,338.20944462
44,Urban,Low,7269.898251,1919,9,4786.470359,Daily,Wallet Balance,1,58595.99153,6477.5409986,2444.7445446902657,0.336283185840708,7269.89825131579,0.415929203539823,137.20199532
68,Urban,High,3389.650553,1410,2,2710.22154,Monthly,Credit Card,10,267583.506,5655.9694092,69167.1937027027,20.405405405405407,3389.6505523178807,2.054054054054054,378.21791496
47,Urban,Middle,9994.939142,470,27,1110.369473,Daily,Wallet Balance,4,323924.3861,23954.143055,11605.845084249084,1.1611721611721613,9994.939141955836,0.38095238095238093,348.53923888
66,Urban,Low,14508.46254,4099,10,1049.131055,Monthly,Wallet Balance,7,1132825.05,23101.706671,41071.75055147059,2.8308823529411766,14508.462532467533,0.7242647058823529,584.60646647
59,Urban,High,1674.584917,2251,50,4076.329557,Daily,Credit Card,6,83294.02627,3185.3703518,3754.3113467741937,2.2419354838709675,1674.584917266187,0.989247311827957,1338.61151649
33,Rural,Low,12689.39542,1401,31,1251.043007,Weekly,UPI,9,1242609.955,31012.015320000002,250680.30142857143,19.755102040816325,12689.395423553719,1.5714285714285714,0.0
21,Rural,High,17162.97769,4678,7,207.1319894,Weekly,Debit Card,3,339049.0101,31138.70239,34691.12511702128,2.021276595744681,17162.977689473682,3.1595744680851063,993.90515938
33,Urban,Low,5243.011839,4699,19,2142.061364,Daily,UPI,5,271610.2482,18646.427572999997,8351.24686970684,1.5928338762214984,5243.011838445807,1.0488599348534202,86.53687034000001
34,Suburban,Middle,13865.53301,1497,4,4086.752274,Daily,Credit Card,7,1240996.509,34830.872578,54541.85331858407,3.933628318584071,13865.533014623172,0.1504424778761062,38.693308439999996
37,Urban,Low,8004.173513,3462,40,2072.198206,Monthly,UPI,1,263019.3666,6485.360389000001,504262.9314,63.0,8004.173514285715,24.4,1053.39489384
52,Rural,Low,8288.561511,1720,12,4017.737888,Monthly,UPI,9,256972.5518,13349.492623,6950.181889518413,0.8385269121813032,8288.561510135134,0.8668555240793201,453.33464276
47,Urban,Middle,5623.472484,578,10,4136.054879,Monthly,UPI,9,290823.944,20111.858244,16191.722494252874,2.8793103448275863,5623.472483033933,1.9885057471264367,210.92304464
56,Rural,Middle,12491.63199,2483,33,4288.535814,Weekly,Credit Card,3,230223.6183,22669.067756,12082.070284153007,0.9672131147540983,12491.631988700567,1.1092896174863387,18.532960612
18,Rural,Low,7226.375068,2110,43,2944.499204,Daily,Wallet Balance,8,593157.7558,30926.823927,79193.15142465752,10.95890410958904,7226.375067499999,4.082191780821918,16.362190432000002
43,Urban,Middle,16619.75104,2600,2,3497.353851,Monthly,Debit Card,2,1345203.257,57526.928694,92382.89199999999,5.558620689655172,16619.751042183623,0.8896551724137931,643.11889838
25,Urban,Middle,19258.47941,742,14,1309.295304,Daily,Wallet Balance,4,1662458.581,37420.538595,108962.44927631579,5.657894736842105,19258.479406976745,1.9078947368421053,38.11131089
66,Suburban,High,18702.40272,4270,32,498.4897151,Daily,Debit Card,7,1363193.511,50706.454927,240125.49214285714,12.839285714285714,18702.402726008346,3.8035714285714284,0.0
50,Rural,Middle,3270.936176,3904,42,2663.902621,Daily,Credit Card,9,90001.17648,11230.9060723,3842.903157923497,1.174863387978142,3270.9361762790695,0.7540983606557377,17.15205294
44,Suburban,Middle,293.6640969,2030,9,52.90946299,Weekly,Credit Card,4,34071.19196,393.4462519,2060.462843442623,7.016393442622951,293.6640968457944,2.139344262295082,0.0
69,Urban,Low,8774.982139,3107,2,2328.689255,Weekly,UPI,1,579255.9891,16345.189120000001,23483.866135245902,2.6762295081967213,8774.982139356815,1.4180327868852458,353.1018393
30,Rural,Low,14580.38532,4260,45,510.4681003,Monthly,Debit Card,7,890213.7693,42478.592014999995,42669.068794117644,2.926470588235294,14580.385316582915,0.8431372549019608,459.22481794000004
48,Suburban,High,19549.33081,2228,47,542.101499,Daily,Wallet Balance,3,1368608.508,89123.356673,171737.15924050633,8.784810126582279,19549.330806916427,1.860759493670886,298.53225798
22,Suburban,Low,15670.61181,3264,40,4353.917079,Monthly,Debit Card,10,538615.3535,34398.500273000005,325165.195,20.75,15670.611807228915,9.3125,370.30872672
27,Suburban,Middle,11615.18094,4398,13,3202.590962,Daily,Debit Card,9,166169.0206,28962.072343,11799.548896825398,1.0158730158730158,11615.1809453125,0.23015873015873015,711.5035278
64,Urban,Middle,536.7947155,1734,32,3226.171493,Daily,Credit Card,10,29494.6921,877.03354683,1659.7445804597698,3.0919540229885056,536.7947156133829,1.1724137931034482,0.0
45,Urban,Middle,16512.55842,4943,32,2022.383377,Daily,Debit Card,9,930916.7774,52021.365241,32728.128384892087,1.9820143884892085,16512.558422867514,1.064748201438849,237.40683867
36,Urban,Low,3551.129228,2455,35,2066.27162,Weekly,UPI,2,199362.2779,13567.7522745,5412.689849002849,1.5242165242165242,3551.129228037383,0.7236467236467237,1021.81661424
46,Rural,Middle,1121.574219,4109,22,1515.538464,Weekly,Wallet Balance,7,101226.9268,2626.4347114,19666.673506976746,17.53488372093023,1121.5742185676393,6.372093023255814,64.73541456
39,Urban,Middle,17008.67336,1454,0,2171.792666,Daily,Debit Card,8,632339.5486,65984.307435,78799.67656962025,4.632911392405063,17008.673357923497,0.620253164556962,339.03328085
35,Rural,High,11329.35485,2126,26,2935.625307,Monthly,Debit Card,1,707671.2525,19795.182573,25317.222566787,2.234657039711191,11329.354848142164,0.6823104693140795,94.30306648
52,Suburban,High,2579.746441,3955,50,932.9452885,Monthly,UPI,5,107218.7035,8718.515857,3400.5748541666667,1.3181818181818181,2579.7464410919542,0.24621212121212122,542.40436144
19,Suburban,High,7736.987837,0,31,1308.417235,Weekly,Wallet Balance,8,120311.0187,14313.616175,3602.1386,0.46557377049180326,7736.987838028169,0.5377049180327869,350.33693898
43,Urban,Low,1719.977928,646,20,2473.769681,Daily,Wallet Balance,10,36994.79511,6869.5700793999995,1093.8456118421052,0.6359649122807017,1719.9779275862068,0.9824561403508771,114.91150502
59,Suburban,Middle,12763.83603,2542,43,1923.90151,Weekly,UPI,2,1021317.863,53357.331242,80871.66512,6.336,12763.836035353535,2.608,954.03651466
35,Urban,Middle,5655.721054,1868,19,4097.432567,Monthly,Credit Card,1,143152.4495,21872.14029,13072.185452830188,2.311320754716981,5655.721053061225,0.0660377358490566,27.667523990999996
39,Rural,Middle,17323.22169,3186,26,4108.435135,Monthly,Wallet Balance,10,782604.181,26357.69976,33290.71297826087,1.9217391304347826,17323.221685520362,0.26521739130434785,127.36217844
65,Suburban,High,7162.342616,2623,35,1679.960204,Weekly,Credit Card,4,515418.7058,25431.792883,37575.57357462687,5.246268656716418,7162.342615931721,1.4328358208955223,1033.2349582000002
64,Urban,Middle,9897.730922,3345,40,2253.9764,Daily,UPI,1,297597.2085,29054.077297,35436.32058024692,3.580246913580247,9897.730920689655,4.444444444444445,744.21170196
66,Suburban,Middle,1279.832716,707,31,4882.93749,Weekly,Debit Card,5,95508.97194,5927.6059566,2456.567796944444,1.9194444444444445,1279.8327162083935,0.24444444444444444,25.88553822
47,Suburban,Middle,5519.096407,3395,38,4137.380416,Weekly,Debit Card,8,78335.18955,12274.779843,5670.998143119266,1.0275229357798166,5519.096407142858,1.4495412844036697,569.85519408
56,Urban,Middle,13538.57776,602,28,1078.302082,Weekly,UPI,8,301190.413,48891.562791,16555.74652,1.2228571428571429,13538.577761682242,1.56,360.84620368
51,Suburban,Middle,14727.89273,2831,45,1401.144886,Daily,Wallet Balance,9,975774.4549,32802.842769999996,58372.74556707317,3.9634146341463414,14727.892727692308,2.024390243902439,533.76092892
68,Suburban,Low,4864.008882,4493,22,417.4016912,Daily,Credit Card,5,446928.4861,11671.210701299999,34476.094952,7.088,4864.008881489842,2.256,965.1171104099999
49,Suburban,Middle,10081.36377,3661,34,3389.115713,Monthly,UPI,8,218654.7176,12960.427856,5793.887227011494,0.5747126436781609,10081.363775,0.4166666666666667,17.22662957
51,Suburban,Low,16352.44679,4844,14,1584.4765,Daily,Debit Card,10,682569.8569,26261.399422,287945.25873913046,17.608695652173914,16352.446792592593,7.086956521739131,278.59227429
17,Rural,Middle,7604.404116,3383,42,2682.975936,Daily,Debit Card,5,334769.9253,10853.556874,9672.066867069487,1.2719033232628398,7604.404116389548,0.525679758308157,33.54764513
30,Suburban,Low,2684.087634,4109,9,3840.71141,Daily,Wallet Balance,7,16076.50564,3922.2151503,303.0421522580645,0.11290322580645161,2684.0876342857146,1.7419354838709677,214.10918991
49,Suburban,Middle,8643.089088,2156,14,4180.175337,Weekly,Wallet Balance,8,753198.9561,7136.943526,34980.04923584906,4.047169811320755,8643.089088578088,1.419811320754717,395.59903896
51,Urban,Middle,12016.56702,3909,24,1626.82172,Monthly,Credit Card,8,648274.3578,47489.117764999995,25034.51463095238,2.0833333333333335,12016.567022857143,1.3134920634920635,40.86209846
21,Rural,Middle,157.8965786,2090,16,1186.234685,Monthly,Credit Card,2,16534.36011,398.11908841999997,973.6955678125,6.166666666666667,157.89657856418918,1.5,989.0537096999999
54,Urban,Middle,6977.864459,2872,50,4242.681863,Weekly,Credit Card,1,209189.5826,28238.005641000003,9548.656626794258,1.368421052631579,6977.864458041959,0.27751196172248804,83.83718352
57,Urban,High,12152.64206,2405,30,1906.354058,Monthly,UPI,8,830299.1052,37151.600581,143060.04950877192,11.771929824561404,12152.642059612519,5.228070175438597,245.0545338
66,Urban,Middle,19038.71988,4570,10,4109.990702,Weekly,Credit Card,9,757691.208,78123.440182,31649.83775213675,1.6623931623931625,19038.71988174807,1.4957264957264957,454.36538573999997
66,Rural,Low,8176.889162,1098,19,748.8157532,Weekly,UPI,7,350880.1813,22238.981264,9501.636567039106,1.1620111731843576,8176.889161057692,0.5251396648044693,53.32889723
69,Urban,High,3267.815587,1950,30,4559.547052,Daily,UPI,8,268816.9685,3314.311638,7858.795766871165,2.4049079754601226,3267.8155867346936,0.06134969325153374,399.70303439
27,Urban,High,10689.03977,3378,15,2415.628286,Daily,Wallet Balance,9,778176.7213,33666.269455,117250.54392307693,10.96923076923077,10689.03976858345,3.2615384615384615,306.33747994
18,Urban,Middle,5722.189698,3824,35,850.66695,Daily,UPI,10,106555.512,19147.396799,2929.4486511945393,0.5119453924914675,5722.189698666666,0.08191126279863481,1311.66656959
60,Suburban,Low,4303.440192,2552,38,2675.340751,Monthly,Wallet Balance,10,430696.5881,14102.280867899999,12750.933904320987,2.962962962962963,4303.440192708334,0.2808641975308642,241.22020095
33,Urban,Low,11812.16115,2882,10,4350.07991,Daily,Credit Card,10,520149.4572,43940.829503,15273.73103021148,1.2930513595166162,11812.16114719626,0.6525679758308157,101.89069045
55,Rural,High,18318.51185,4992,19,1946.625344,Monthly,UPI,4,1495046.445,66723.36748300001,870668.0929411765,47.529411764705884,18318.511856435645,3.0588235294117645,1069.17780525
36,Rural,Low,16706.13184,2010,25,890.3075348,Daily,Credit Card,3,498564.5093,41794.671473,36258.49356296296,2.1703703703703705,16706.13184641638,1.0222222222222221,65.99044236
30,Suburban,Middle,3654.027852,493,48,2882.780826,Daily,UPI,4,130389.1398,14827.522629,3962.48475,1.0844155844155845,3654.0278532934135,0.4967532467532468,49.00334044
48,Rural,Middle,15319.93037,1851,50,4172.335558,Monthly,UPI,10,433317.9384,55918.790387999994,32054.008161538462,2.0923076923076924,15319.93037132353,1.6923076923076923,636.16514364
50,Rural,Middle,4605.074001,4943,25,606.7688802,Monthly,Wallet Balance,3,34884.43376,5100.3248730000005,5351.842756756757,1.162162162162162,4605.074,9.783783783783784,701.97931275
41,Suburban,Middle,5821.118201,2158,41,207.0415383,Daily,Credit Card,2,282740.811,17198.409617,10897.133272,1.872,5821.118200854701,0.692,0.0
23,Urban,Middle,18401.82962,4636,46,281.4674679,Weekly,UPI,1,601749.6312,63130.257817,102985.67807017545,5.5964912280701755,18401.82962382445,0.017543859649122806,776.3302368
51,Suburban,High,18221.89251,2294,5,1152.443599,Monthly,Debit Card,4,905028.8898,55193.655207,25112.524134453783,1.3781512605042017,18221.89251219512,0.0700280112044818,462.55922042000003
63,Urban,Middle,3380.928983,4841,44,36.51000637,Monthly,UPI,5,197238.7024,15161.161122,178174.9574,52.7,3380.928982922201,20.4,99.28739592
45,Urban,Middle,1293.1952,3386,34,2143.363847,Daily,Credit Card,8,115383.1533,1308.4248915,12133.683356790123,9.382716049382717,1293.195199868421,4.432098765432099,440.0738372
